ID,명칭,우편번호,관리자,전화번호,주소,위도,경도,개요,문의 및 안내,규모,수용인원,쉬는날,개장기간,이용시간,입장료,체험가능연령,주차시설,주차요금,유모차 대여 여부,애완동물 동반 가능 여부,신용카드 가능 여부,상세정보
[제주올레 18-1코스] 추자도 올레,63000,,,제주특별자치도 제주시 추자면 추자로 39 ,33.9637057377,126.2960768262,사람이 사는 네 개의 섬과 아무도 살지 않는 서른여덟 개의 섬이 모여 있다. 바다에 떠 있는 첩첩산중  겹겹이 보이는 섬의 봉우리들은 섬이 아니라 깊은 산중에 들어와 있는 듯한 기묘한 감각을 느끼게 한다. 산봉우리들 아래 끝없이 푸른 바다가 펼쳐져 있다. 추자도는 발길을 이어갈 때마다  눈길을 달리할 때마다 바다와 산이 어우러진 새로운 풍광을 쏟아낸다. 상추자와 하추자의 봉우리들을 넘고 또 넘어 이어가는 길은 추자도의 숨은 풍광을 모두 들춰내 보여준다.,,11.4km (4~5시간),,,,"* 걷기 시작시간 09:00<br />
* 걷기 종료시간 18:00(하절기) / 17:00(동절기)",,,,,없음,없음,없음,없음,"코스안내:상추자항 - 추자등대(3.1km) - 묵리슈퍼(5.9km) - 신양항(8.2km) - 돈대산 정상(13.2km) - 영흥쉼터(16.6km) - 상추자항(18km)
참고사항:※ 제주올레 여행 안전 수칙<br />
- 혼자 여행오는 경우 각 코스 시작점 출발 시간을 오전 9시로 맞춰서 함께 걷기<br />
(비인기 코스인 경우 혼자 걷게 될 수 있음  이 경우 제주올레 콜센터 064-762-2190 으로 연락요망)<br />
- 걷기 종료시간은 하절기 6시  동절기 5시로 이 시간 이후 걷기는 자제 요망<br />
- 혼자 걸을 때는 수시로 자기 위치와 안전여부를 가족이나 지인에게 알려주기<br />
- 비상 연락처 (제주올레 콜센터 064-762-2190  경찰112)를 꼭 가지고 다니기<br />
- 자동차가 다니는 도로변을 지날 때에는 길가에 붙어서 걷기<br />
- 코스를 벗어난 가파른 계곡이나 절벽 등으로의 모험은 삼가<br />
- 간세 등판에 있는 현재위치정보(간세번호와 남은거리)를 숙지하며 걷기<br />
- 여성 혼자 여행할 때는 가능하면 여성전용숙소나 검증된 숙소를 이용<br />
- 제주올레 표식을 놓쳤을 때는 마지막 표식을 본 자리로 되돌아가 표식을 다시 찾기<br />
- 제주올레 길을 걸을 때는 사전에 제주올레 코스에 대한 정보를 충분히 확인하고 숙지
"
차귀도요트,63009,,,제주특별자치도 제주시 한경면 한경해안로 156 ,33.3240052693,126.1660414972,제주 서부해역에 자리 잡은 요트 수상레저사업장으로 세일링요트와 파워낚시보트를 보유하고 있으며 별도의 구조선과 안전요원이 항시 대기 중으로 안전하고 여유롭게 이용 가능하다. 운항코스는 이국적인 자연경관을 배경으로 당산봉해안절벽과 차귀도를 최대한 근접하여 운항할 뿐만 아니라 어족자원이 풍부한 포인트에서 손맛을 바로바로 느낄 수 있는 체험낚시와 열대어들과 함께 노닐 수 있는 스노클링도 함께 즐길 수 있으며  남방 큰 돌고래와 함께 운항도 할 수 있다.,,,,연중무휴( 기상상황에 따라 변동 가능),연중무휴 (기상에 따라 변동),10:00~19:00,,064-772-1321,,가능,불가,,,가능,"코스안내:용수항 - 가마우지 - 독수리바위 - 해적잠수함 - 낚시 스노쿨링 - 용수항<br>
* 상황에 따라 변동될 수 있음
이용요금:- 선셋 투어 (70분) 60 000원<br>
- 스노클링 투어 78 000원<br>
- 트롤링 낚시 투어 (100분) 78 000원<br>
※ 기타 자세한 요금 문의는 예약 페이지 참조 또는 전화 문의
부대시설:매표소  샤워장  승객대기실  화장실

"
세리월드,63572,,,제주특별자치도 서귀포시 법환상로2번길 97-17 (법환동) ,33.2470442084,126.5120270623,세리월드는 카트레이싱  미로공원이 있어 체험과 관광을 두 가지 만족도를 동시에 제공하는 레저 테마파크이다. 서귀포 월드컵경기장 옆에 위치해 있다. 카트레이싱 체험이 대표 상품이다. 크기는 일반 범퍼카와 비슷하지만  직접 운전하고 가속 페달을 밟아 빠른 속도로 주행한다는 점에서 범퍼카와 다르다. 안전 수칙에 따라 어린아이도 체험할 수 있다. 동백나무길 곳곳을 아기자기하게 꾸민 미로공원을 운영하고 있다.,,,,연중무휴<br>※ 우천시 휴무 전화문의 요망,,09:00~18:00,,,,가능,없음,,,없음,"체험프로그램:카트레이싱 / 동화 속 미로공원
이용요금:- 카트레이싱 25 000원<br>
- 동화 속 미로공원 6 000원<br>
※ 자세한 사항은 홈페이지 참조
"
산방산‧용머리해안 지질트레일,63531,,,제주특별자치도 서귀포시 안덕면 (안덕면),33.2322593962,126.3145222990,한국의 아름다운 길로 뽑혔을 만큼 놀라운 경치를 뽐내는 형제 해안로가 포함된 산방산 용머리해안 지질트레일은  80만년 지구의 시간을 품은 용머리해안과 산방산을 중심으로 주변 마을(사계리·화순리·덕수리)의 명소와 흥미로운 이야기를 담고 있다. 총 3개의 코스로 나눠어 있어  경유지를 보고 더 매력을 느끼는 곳을 고르는 재미가 있다.,,,,연중무휴,,,,,전 연령,가능,없음,,,없음,"코스안내:* A코스(총 13.2km) / 약 3시간 30분<br />
용머리해안주차장(출발) - 사계포구(1.2km) - 형제해안로전망대(1.7km) - 해안사구와하모리층(2.1km) - 사람발자국화석(2.8km) - 대정향교·단산(5.5km) - 코스분기점(6.4km) - 산방산탄산온천(7.5km) - 불미마당(8.7km) - 베리돌아진밧(10.7km) - 조면암돌담(12.2km) - 산방산주차장(12.7km) - 산방연대(12.9km) - 용머리해안주차장(도착  13.2km)<br />
* B코스(총 10km) / 약 3시간<br />
화순금모래해변(출발) - 화순리선사유적지(1.2km) - 황개천/명알목소(1.5km) - 개끄리민소(2.1km) - 곤물/곤물동(3.8km) - 화순곶자왈(5.1km) - 홈밭동산전망대(5.9km) - 주슴길(7.5km) - 사근다리동산(9.6km) - 화순금모래해변(도착  10km)
<br /><br />
※ Tip. 지질트레일 표시기를 찾아 이동하면 편리(돌담  전봇대  나뭇가지 곳곳에 매달려 있음)<br />
이용요금:산방산·용머리해안 통합관람<br/>
- 어른 : 개인 2 500원/단체 2 000원<br/>
- 청소년(13~24세) : 개인 1 500원/단체 1 000원<br/>
- 어린이아동(7~12세) : 개인 1 500원/단체 1 000원<br/>
※ 딘체 10인이상 
"
사려니숲길,63622,,,제주특별자치도 서귀포시 표선면 가시리 붉은오름 입구 ,33.4014158790,126.6757260497,"사려니숲길은 제주의 숨은 비경 31곳 중 하나로  비자림로를 시작으로 물찻오름과 사려니 오름을 거쳐가는 삼나무가 우거진 숲길이다. 사려니오름까지 이어지는 숲길이기 때문에 사려니숲길이라고 불린다. ‘사려니’는 ‘신성한 숲’ 혹은 ‘실 따위를 흩어지지 않게 동그랗게 포개어 감다’라는 뜻으로 숲길을 거닐면 상쾌한 삼나무 향에 포개진 듯한 느낌을 받을 수 있다. 빽빽한 삼나무뿐만 아니라 졸참나무  서어나무  때죽나무  편백나무 등 다양한 수종이 서식하고 있다. 다양한 수종이 서식하기 때문에 오소리와 제주족제비를 비롯한 포유류  팔색조와 참매를 비롯한 조류  쇠살모사를 비롯한 파충류 등의 보금자리가 되기도 한다. 사려니숲길은 본래 숲의 모습이 많이 훼손되지 않아 트래킹을 좋아하는 여행자들이 즐겨 찾는다. 지난 2002년 유네스코가 지정한 제주 생물권 보전지역(Biosphere Resev)이기도 하다. 숲보호를 위해 자연휴식년제로 '물찻오름'은 탐방을 제한했었으나  한시적으로 이곳을 개방하는 <사려니숲 에코힐링(Eco-Healing)> 행사가 열리기도 했다.

◎ 한류의 매력을 만나는 여행 정보 - 영화 <마녀2>
비밀연구소 아크에서 빠져나온 소녀가 걷던 숲길로 괴력을 발휘해 용두 일당을 물리친 도로는 '신성한 숲'이라는 의미를 지닌 사려니숲과 삼나무숲길이다. 사려니숲길은 독특한 제주의 자연이 잘 보존되어 있고 다양한 수종과 동식물이 서식하는 신비로운 숲으로 도로와 가깝고 입장료가 없어 인기가 많다.",,약 15km,,연중무휴,,09:00~17:00 (17:00 까지 퇴장) / 우천 및 폭설 시 통행 제한 있을 수 있으므로 방문 전 유선 확인 필요,무료,,전연령,주차가능,없음,,,없음,
제주빅볼랜드,63355,제주빅볼랜드,,제주특별자치도 제주시 구좌읍 금백조로 951 ,33.4431100975,126.7757136499,"빅볼체험은 큰 공(ZORB)에 사람이 들어가 언덕과 비탈길을 구르면 경사면을 내려오는 유쾌한 익스트림 스포츠이다. 빅볼랜드의 빅볼체험코스는 약 300m로 아시아 최초 세계 최장 거리이다. 특별한 강습이 필요하지 않아 누구나 즐길 수 있다. 빅볼랜드 코스는 최대 3-4인이 물이 들어간 공안에 들어가 약 300m를 굴러 내려가는 빅볼(BIG BALL)코스와  물 없이 기본 2인이 동승해 170m를 굴러 내려가는 조브(ZORB)코스가 있다. 난이도는 빅볼보다  조브 코스가 높은 편이며  빅볼은 물이 들어가는 워터타입이라는 차이점이 있고  조브코스에는 300m 굴러내려가는 빅조브(BIG ZORB)코스도 있다.

(출처 : 제주 문화관광 홈페이지)",,,,연중무휴,,09:30~17:30<br>※ 기상여건 영향을 많이 받으므로 전화문의 후 방문 요망,,,,가능,없음,,,없음,"이용요금:[빅볼 (1회)] <br>
대인 35 000원 / 소인 30 000원<br>
[조브(1회)]<br>
대인 30 000원 / 소인 28 000원<br>
[빅조브(1회)]<br>
대인 35 000원 / 소인 30 000원<br>
[조브+빅볼(1회)]<br>
대인 60 000원 / 소인 55 000원<br>
[빅조브+빅볼(1회)]<br>
대인 65 000원 / 소인 57 000원]<br>
※ 소인(5세~중고생)
체험프로그램:양 먹이주기 체험
"
월정 투명카약,63043,,,제주특별자치도 제주시 구좌읍 월정리 1400-33 ,33.5638551242,126.7786717322,"월정리 해안은 투명카약을 즐기는 최고의 명소다. 동체가 투명한 카약을 타고 내려다본 바다는 맑고 깨끗하며 운이 좋으면 물고기들을 만날 수도 있다. 투명카약 체험장은 북적이는 해변과 조금 거리가 있어 훨씬 한적하고 여유롭게 시간을 보낼 수 있으며 수심이 깊지 않고 물결도 잔잔해 초보자들도 무리 없이 즐길 수 있다.

※ 반려견 동반 여행 정보
- 맑고 깨끗한 바다위에서 반려견과 함께 힐링타임
- 2인 동반시 탑승가능
- 반려견 구명조끼 미제공",,,홈페이지 참조 요망,,,10:00~18:30,,,,,없음,,,없음,"이용요금:[월정 투명카약]<br>
- 만 12세 이상 15 000<br>
- 만 11세 미만 10 000원<br>
※ 이용요금은 변동될 수 있으므로 홈페이지 참조 또는 전화 문의 요망
"
제주레포츠랜드㈜,63344,제주레포츠랜드㈜,,제주특별자치도 제주시 조천읍 와흘상서2길 47 ,33.4821813471,126.6381496945,제주 동쪽 조천읍 와흘에 위치한 제주레포츠랜드는 국내 최대 규모의 카트체험장이다. 유럽 직수입레이싱카트 (Righetti Ridolfi  Italy)가 있으며  실제 F-1 레이싱 서킷 축소한 코스가 갖춰져 있다. 레이싱카트  짚라인  서바이벌  산악ATV  사계절썰매  사격 등 다양한 액티비티를 한 곳에서 이용할 수 있는 복합 휴양체험공간이다. 또한 펜션 및 게스트하우스가 있으며 카페  노래방  당구장  산책로 등 부대시설을 갖추고 있다.,,,,연중무휴,,09:00~17:30<br>※ 카트 체험만 이용 시 17:10 / 두 개 이상 체험 시 17:00 마감,,전화 문의 064-784-8800,,가능,없음,,,가능,"이용요금:[카트+서바이벌]<br>
- 42 000원~51 000원<br>
[카트+짚라인]<br>
- 33 000원~42 000원<br>
[카트+사격]<br>
- 9 000원~40 000원<br>
※ 이용요금은 변동될 수 있으므로 홈페이지 참조 또는 전화 문의 요망
부대시설:펜션  게스트하우스  카페  노래방  족구장  당구장  농구장  배구장 강당  식당
"
제이엠그랑블루요트,63543,,,제주특별자치도 서귀포시 대포로 172-7 (대포동),33.2382440357,126.4396057595,주식회사 제이엠 그랑블루요트는 대포포구에 위치한 요트투어 관광지로 47인승  44인승 요트를 보유하여 동시에 최대 91명까지 승선이 가능하다.일반투어 소요시간은 1시간으로 대포항에서 출항하여 월평동굴 및 주상절리를 항해하는 차별화된 코스를 운영하고 있다.요트투어를 하는 동안 비경관람  세일링  낚시가 가능하다. 계절별 특별메뉴(동절기-어묵  컵라면/하절기-과일)와 와인  생맥주  쿠키  원두커피가 제공된다.노래방 시설  화장실 등 편의시설이 완비되어 있다.<br>,,,,,,,,,,,,,,,
윈드1947 카트테마파크,63582,,,제주특별자치도 서귀포시 토평공단로 78-27 ,33.2895462915,126.5888388937,윈드 1947 카트테마파크는 제주도 서귀포시 토평동에 위치한 3만 평 규모의 체험형 테마파크이다. 윈드 1947 카트는 제주의 아름다운 남쪽 풍경을 배경으로 1 947m의 국내최장코스이며 아시아 최장코스를 자랑한다. 이곳은 다양한 체험장이 있는데 온 가족이 즐길 수 있는 액티비티 ‘윈드 1947 카트’와 제주 유일의 실내 비비탄 ‘서바이벌 체험장’이 있다. 그리고 인더스트리얼한 감성의 브런치카페 ‘제이팩토리’ 완벽한 휴식을 만드는 제주 감성공간  무인카페 ‘다락’을 방문할 수 있다. 교육과 체험  휴식과 즐거움  액티비티를 통해 아이부터 어른까지 즐겁고 행복한 추억을 만들 수 있다.,,,,연중무휴,,비수기 10:00~18:00 (마지막탑승 17:30)<br />성수기(5~9월) 10:00~19:00 (마지막탑승 18:30),,* 단체 또는 학생단체 외에는 예약 안됨.,,가능,가능,가능,가능,가능,"이용요금:카트이용료 (성인 청소년 소인 모두 동일)<br>
슬림형(2회전) : 1인승 _ 25 000원 / 2인승 _ 35 000원<br>
기본형(3회전) : 1인승 _ 30 000원 / 2인승 _ 40 000원<br>
실속형(4회전) : 1인승 _ 35 000원 / 2인승 _ 45 000원<br><br>

서바이벌 체험장<br>
종합권 : 30 000원 (45분)<br>
미니 이용권 : 1F비비탄 _ 20 000원(30분) / 2F레이저 _ 15 000원(15분)<br>
사격장(스나이퍼) : 5 000원 (20발)
* 단체요금(20인이상)  도민할인은 별도 문의
주요시설:편의시설 : 무인카페 다락  수국길 산책로  제이팩토리 카트대기실<br />
체육시설 : 제이팩토리 키즈전용 소형카트장(전기카트)  키즈용 집라인 키즈 놀이터<br />
위생시설 : 화장실
"
9.81 파크 제주,63038,,,제주특별자치도 제주시 애월읍 천덕로 880-24 ,33.3900649983,126.3665198188,"9.81 파크는 제주도 애월에 위치한 친환경 레이싱 테마파크로  중력을 이용하여 속도를 낸다. 제주 바다를 바라보며 중력가속도만으로 스피드를 즐기는 다운힐 레이싱  한라산 방향을 바라보며 자동회차로 여유롭게 즐기는 업힐 레이싱이 있다. 총 4개의 코스 10개의 트랙에서 자체 기술력으로 개발된 차량과 그래비티 레이싱에 최적화된 편경사와 커브 구간이 반영된 트랙에서 레이싱을 즐길 수 있으며  아이와 함께 탑승할 수 있는 카트도 있어 가족과의 추억도 함께 남길 수 있다. 그래비티 레이싱을 비롯한 다양한 액티비티를 체험할 수 있는 무동력 레이싱 테마파크에서 제주 여행을 한층 더 즐길 수 있다.

◎ 한류의 매력을 만나는 여행 정보 - 예능 <환승연애3>
창진  다혜가 박진감 넘치는 서바이벌과 알콩달콩한 스포츠 게임을 즐기며 데이트한 장소다. 무동력 레이싱이 메인 어트랙션이지만  두 사람이 참여한 레이저 태그 등 실내에서 즐길 수 있는 게임도 많다.",,,,연중무휴,,09:00~18:00,,,,가능,없음,,,없음,"코스안내:GR-E (Course 1 2) : 초보부터 중급까지 즐길 수 있는 1인승<br />
탑승코스 : 1 Course(중급) 2 Course(중상급)<br />
탑승인원 : 1인승<br />
이용조건 : 만 14세 이상  신장 150cm~190cm<br />
최고속도 : 40km/h<br />
특징 : 직관적이고 쉬운 조작이 가능<br />
<br />
GR-D (Course 3) : 연인끼리도  아이와도 함께 탈 수 있는 2인승<br />
탑승코스 : 3 Course(초급) <br />
탑승인원 : 2인승<br />
(GR-D  운전자 : 만 14세 이상  신장 150cm~190cm / 동승자 : 신장 100cm 이상)<br />
(주니어 GR-D  운전자 : 초등학교 4학년 이상~만 14세 미만  신장 140cm~190cm / 동승자 : 만 18세 이상 성인)<br />
최고속도 : 35km/h<br />
특징 : 높은 시트 포지션으로 시야를 확보해 아름다운 주변 경관을 즐기는데 최적화<br />
<br />
GR-X (Course X) : 부스터가 장착된 마스터 라이선스 전용 1인승<br />
탑승코스 : X Course(상급) <br />
탑승인원 : 1인승(만 18세 이상  신장 150cm~190cm)<br />
최고속도 : 60km/h<br />
특징 : 마스터 라이선스 취득 후 이용 가능하고  GR-E  D에 비해 세밀한 컨트롤이 가능. 부스터 기능을 경험할 수 있는 마스터 전용 레이싱 차량
포인트안내:제주공항 / 중문관광단지에서 30분 이내 위치 (무료셔틀버스 운영)
이용요금:- 1인승 레이싱 42 500원<br>
- 2인승 레이싱 29 500원<br>
- 아이와 함께 레이싱 42 500원<br>
- 마스터챌린지 서바이벌 49 500원<br>
- 981 풀패키지 52 500원<br>
※ 자세한 사항은 홈페이지 참조
"
